City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
0,Dakar,SN,2022-02-04 03:28:24,14.6937,-17.4441,70.68,83,0,2.3
1,Padang,ID,2022-02-04 03:29:55,-0.9492,100.3543,84.25,70,92,2.55
2,Eyrarbakki,IS,2022-02-04 03:32:29,63.863,-21.1481,28.45,74,38,24.49
3,Jalu,LY,2022-02-04 03:32:29,29.0331,21.5482,49.32,63,6,12.06
4,Vaini,TO,2022-02-04 03:32:29,-21.2,-175.2,86.16,79,75,10.36
5,Ushuaia,AR,2022-02-04 03:31:14,-54.8,-68.3,42.46,70,75,18.41
6,Avera,US,2022-02-04 03:32:30,33.194,-82.5271,69.75,78,100,15.39
7,Atuona,PF,2022-02-04 03:32:30,-9.8,-139.0333,78.96,71,3,17.87
8,Punta Arenas,CL,2022-02-04 03:28:56,-53.15,-70.9167,42.91,61,75,10.36
9,Rikitea,PF,2022-02-04 03:32:31,-23.1203,-134.9692,78.22,74,100,17.02
10,Avarua,CK,2022-02-04 03:32:31,-21.2078,-159.775,82.45,78,75,16.11
11,Abomsa,ET,2022-02-04 03:32:32,9.9833,39.9833,63.1,43,38,3.65
12,Cape Town,ZA,2022-02-04 03:28:28,-33.9258,18.4232,62.28,72,0,4.0
13,Albany,US,2022-02-04 03:30:09,42.6001,-73.9662,38.32,91,100,3.0
14,Wanning,CN,2022-02-04 03:32:32,18.8003,110.3967,66.63,85,100,12.19
15,Cloquet,US,2022-02-04 03:32:33,46.7216,-92.4594,0.37,67,40,0.0
16,Mogadishu,SO,2022-02-04 03:27:45,2.0371,45.3438,74.98,80,8,18.16
17,Barra Patuca,HN,2022-02-04 03:32:33,15.8,-84.2833,75.49,87,3,9.01
18,Kahului,US,2022-02-04 03:32:34,20.8947,-156.47,79.86,65,0,17.27
19,Whitehorse,CA,2022-02-04 03:32:33,60.7161,-135.0538,-6.83,77,100,4.61
20,Mar Del Plata,AR,2022-02-04 03:32:34,-38.0023,-57.5575,69.1,94,95,0.0
21,New Norfolk,AU,2022-02-04 03:32:35,-42.7826,147.0587,73.76,35,3,3.0
22,Port Lincoln,AU,2022-02-04 03:32:35,-34.7333,135.8667,68.34,55,37,14.23
23,Nouadhibou,MR,2022-02-04 03:32:35,20.931,-17.0347,69.78,37,21,9.22
24,Forestville,US,2022-02-04 03:32:36,38.8451,-76.875,59.25,89,100,20.71
25,Qaanaaq,GL,2022-02-04 03:29:06,77.484,-69.3632,-13.45,56,99,8.46
26,Meulaboh,ID,2022-02-04 03:32:36,4.1363,96.1285,84.0,65,87,3.04
27,Bluff,NZ,2022-02-04 03:32:36,-46.6,168.3333,52.81,84,100,5.46
28,Linxia,CN,2022-02-04 03:32:37,35.6003,103.2064,22.05,66,85,2.48
29,East London,ZA,2022-02-04 03:32:37,-33.0153,27.9116,67.14,82,0,10.36
30,Bredasdorp,ZA,2022-02-04 03:32:38,-34.5322,20.0403,58.32,77,100,3.44
31,Tautira,PF,2022-02-04 03:32:38,-17.7333,-149.15,86.02,77,44,15.05
32,Jamestown,US,2022-02-04 03:30:05,42.097,-79.2353,22.08,69,100,8.99
33,Kavieng,PG,2022-02-04 03:30:12,-2.5744,150.7967,83.73,71,64,6.93
34,Adrar,MR,2022-02-04 03:32:39,20.5022,-10.0711,59.36,22,0,9.95
35,Verkhnevilyuysk,RU,2022-02-04 03:32:39,63.4453,120.3167,-14.98,95,63,3.24
36,Simao,CN,2022-02-04 03:32:40,22.7886,100.9748,68.27,31,0,3.22
37,Cabo San Lucas,MX,2022-02-04 03:28:31,22.8909,-109.9124,67.51,58,20,8.05
38,Victoria,HK,2022-02-04 03:31:53,22.2855,114.1577,58.32,76,63,3.0
39,Ribeira Grande,PT,2022-02-04 03:32:40,38.5167,-28.7,58.44,75,100,18.05
40,Hemnesberget,NO,2022-02-04 03:32:41,66.2333,13.6333,24.67,90,100,16.08
41,Impfondo,CG,2022-02-04 03:32:41,1.6381,18.0667,66.04,60,90,2.24
42,Vao,NC,2022-02-04 03:31:26,-22.6667,167.4833,75.29,92,100,3.94
43,Busselton,AU,2022-02-04 03:29:06,-33.65,115.3333,101.05,33,57,15.95
44,Arraial Do Cabo,BR,2022-02-04 03:32:42,-22.9661,-42.0278,75.45,91,100,7.83
45,Butaritari,KI,2022-02-04 03:33:42,3.0707,172.7902,81.79,77,17,15.19
46,Rosarito,MX,2022-02-04 03:30:47,32.3333,-117.0333,57.09,31,0,4.83
47,Roros,NO,2022-02-04 03:33:43,62.5747,11.3842,24.64,80,100,18.41
48,Tiksi,RU,2022-02-04 03:33:36,71.6872,128.8694,-11.81,100,100,6.02
49,Belmopan,BZ,2022-02-04 03:33:43,17.25,-88.7667,77.31,99,9,3.02
50,Northam,GB,2022-02-04 03:33:44,51.0333,-4.2167,51.03,94,100,24.45
51,Isangel,VU,2022-02-04 03:32:38,-19.55,169.2667,86.11,84,100,6.91
52,Torbay,CA,2022-02-04 03:33:44,47.6666,-52.7314,38.75,90,100,24.16
53,Pemba,MZ,2022-02-04 03:33:44,-12.974,40.5178,75.9,94,75,6.91
54,Okhotsk,RU,2022-02-04 03:33:45,59.3833,143.3,10.81,74,83,14.92
55,Vardo,NO,2022-02-04 03:29:07,70.3705,31.1107,26.58,62,100,13.06
56,Mareeba,AU,2022-02-04 03:33:45,-17.0,145.4333,83.12,92,100,4.07
57,Bereda,ES,2022-02-04 03:33:45,43.2686,-7.5406,50.0,93,100,2.73
58,Lorengau,PG,2022-02-04 03:33:42,-2.0226,147.2712,84.43,62,100,9.15
59,Port Alfred,ZA,2022-02-04 03:33:46,-33.5906,26.891,69.84,75,98,15.48
60,Baijiantan,CN,2022-02-04 03:33:46,45.6333,85.1833,7.43,83,82,3.31
61,Balykshi,KZ,2022-02-04 03:33:47,47.0667,51.8667,35.6,80,100,22.37
62,Morozovsk,RU,2022-02-04 03:33:47,48.3539,41.8261,34.39,98,100,8.93
63,Sao Mateus,BR,2022-02-04 03:33:47,-18.7161,-39.8589,74.26,95,100,2.13
64,Dikson,RU,2022-02-04 03:29:01,73.5069,80.5464,-7.19,94,100,5.55
65,Chokurdakh,RU,2022-02-04 03:33:48,70.6333,147.9167,-27.42,100,61,0.31
66,The Pas,CA,2022-02-04 03:30:17,53.8251,-101.2541,-16.58,69,0,9.22
67,Saint-Georges,GD,2022-02-04 03:29:20,12.0564,-61.7485,76.68,83,20,5.75
68,Mocuba,MZ,2022-02-04 03:33:48,-16.8392,36.9856,71.78,93,75,2.48
69,Kenora,CA,2022-02-04 03:31:37,49.8167,-94.4337,-5.82,64,100,8.05
70,Corrientes,AR,2022-02-04 03:33:49,-27.4806,-58.8341,76.96,88,0,3.44
71,Villefranche-De-Rouergue,FR,2022-02-04 03:33:49,44.3333,2.0,42.04,95,100,0.51
72,Kapaa,US,2022-02-04 03:33:49,22.0752,-159.319,76.12,67,0,1.01
73,Kumluca,TR,2022-02-04 03:33:50,36.3703,30.2869,50.68,71,99,7.92
74,Bubaque,GW,2022-02-04 03:33:50,11.2833,-15.8333,77.02,71,0,8.81
75,Sorland,NO,2022-02-04 03:33:50,67.667,12.6934,24.46,91,100,29.21
76,Serenje,ZM,2022-02-04 03:33:51,-13.2325,30.2352,62.19,99,100,4.41
77,Beidao,CN,2022-02-04 03:33:51,34.5686,105.8933,28.99,74,95,2.46
78,Harper,LR,2022-02-04 03:33:52,4.375,-7.7169,77.18,85,16,2.17
79,Lons-Le-Saunier,FR,2022-02-04 03:33:52,46.75,5.75,41.13,95,9,4.76
80,Sibolga,ID,2022-02-04 03:33:52,1.7427,98.7792,83.88,68,55,2.75
81,Geraldton,AU,2022-02-04 03:33:52,-28.7667,114.6,108.01,9,0,10.36
82,Saint George,US,2022-02-04 03:33:11,37.1041,-113.5841,40.24,31,0,1.99
83,San Vicente,AR,2022-02-04 03:33:53,-26.6167,-54.1333,68.4,100,100,2.06
84,Pidhorodne,UA,2022-02-04 03:33:53,48.5753,35.1068,29.44,94,100,11.97
85,Hilo,US,2022-02-04 03:29:01,19.7297,-155.09,74.93,80,100,9.22
86,Caravelas,BR,2022-02-04 03:30:15,-17.7125,-39.2481,76.03,91,98,3.98
87,Lata,PT,2022-02-04 03:33:54,40.1629,-8.3327,48.07,97,98,1.1
88,Cherskiy,RU,2022-02-04 03:33:54,68.75,161.3,-30.35,99,13,2.53
89,Copiapo,CL,2022-02-04 03:33:55,-27.3667,-70.3333,65.48,64,0,1.61
90,Pevek,RU,2022-02-04 03:33:55,69.7008,170.3133,-20.11,100,26,2.93
91,Sitka,US,2022-02-04 03:33:10,57.0531,-135.33,46.29,81,100,24.16
92,Kannur,IN,2022-02-04 03:32:10,11.8675,75.3576,78.53,67,13,5.03
93,Beringovskiy,RU,2022-02-04 03:34:55,63.05,179.3167,-0.42,79,100,18.1
94,Mahebourg,MU,2022-02-04 03:34:56,-20.4081,57.7,81.25,94,75,20.71
95,Mount Isa,AU,2022-02-04 03:31:13,-20.7333,139.5,85.77,32,100,13.8
96,Rocha,UY,2022-02-04 03:34:57,-34.4833,-54.3333,70.23,97,100,7.58
97,Norman Wells,CA,2022-02-04 03:34:57,65.282,-126.8329,-43.56,66,0,0.0
98,Cidreira,BR,2022-02-04 03:34:57,-30.1811,-50.2056,75.52,90,88,20.33
99,Iqaluit,CA,2022-02-04 03:34:58,63.7506,-68.5145,-7.87,59,75,6.91
100,Los Llanos De Aridane,ES,2022-02-04 03:33:18,28.6585,-17.9182,61.12,64,0,7.0
101,Hermanus,ZA,2022-02-04 03:34:58,-34.4187,19.2345,60.91,72,93,9.89
102,Port Elizabeth,ZA,2022-02-04 03:34:58,-33.918,25.5701,66.49,77,0,12.66
103,Mataura,NZ,2022-02-04 03:34:59,-46.1927,168.8643,52.48,99,100,2.26
104,Grindavik,IS,2022-02-04 03:34:59,63.8424,-22.4338,28.87,69,75,25.32
105,Kalevala,RU,2022-02-04 03:34:59,65.2,31.1667,-3.86,100,86,1.68
106,Longyearbyen,SJ,2022-02-04 03:35:00,78.2186,15.6401,15.64,73,75,6.91
107,Hambantota,LK,2022-02-04 03:30:19,6.1241,81.1185,80.94,89,20,2.3
108,Clyde River,CA,2022-02-04 03:35:01,70.4692,-68.5914,-7.37,84,100,34.52
109,Nikolskoye,RU,2022-02-04 03:32:24,59.7035,30.7861,-0.09,100,100,2.84
110,Bethel,US,2022-02-04 03:35:01,41.3712,-73.414,49.77,92,100,6.91
111,Airai,TL,2022-02-04 03:35:01,-8.9266,125.4092,73.83,61,78,5.08
112,Rudbar,AF,2022-02-04 03:35:02,30.15,62.6,51.76,29,0,2.06
113,Saskylakh,RU,2022-02-04 03:35:02,71.9167,114.0833,-14.08,98,100,2.1
114,Nago,JP,2022-02-04 03:35:02,26.5881,127.9761,62.67,85,100,18.12
115,Quang Ngai,VN,2022-02-04 03:34:05,15.1167,108.8,73.26,80,93,9.62
116,Puyang,CN,2022-02-04 03:35:03,29.4603,119.8861,39.25,94,100,2.3
117,Ouegoa,NC,2022-02-04 03:35:03,-20.35,164.4333,84.29,79,99,8.37
118,Lasem,ID,2022-02-04 03:35:03,-6.6922,111.4527,82.54,73,98,3.6
119,Arbagar,RU,2022-02-04 03:35:04,51.9438,116.2805,-6.92,81,11,0.87
120,Pangody,RU,2022-02-04 03:35:04,65.85,74.4859,6.42,97,95,6.33
121,Bambous Virieux,MU,2022-02-04 03:35:04,-20.3428,57.7575,81.21,94,75,20.71
122,Canutama,BR,2022-02-04 03:35:05,-6.5339,-64.3831,72.95,98,100,1.45
123,Castro,BR,2022-02-04 03:31:14,-24.7911,-50.0119,64.17,98,100,4.05
124,Hobart,AU,2022-02-04 03:30:20,-42.8794,147.3294,74.12,46,20,1.99
125,Tasiilaq,GL,2022-02-04 03:32:23,65.6145,-37.6368,12.36,58,83,5.75
126,Henties Bay,NA,2022-02-04 03:35:06,-22.116,14.2845,65.86,88,5,6.96
127,Kyenjojo,UG,2022-02-04 03:35:06,0.6328,30.6214,63.09,61,99,1.23
128,Takab,IR,2022-02-04 03:35:07,36.4009,47.1133,24.28,80,39,1.48
129,Namtsy,RU,2022-02-04 03:35:07,62.7161,129.6658,-18.29,90,99,6.15
130,Pemangkat,ID,2022-02-04 03:35:07,1.1667,108.9667,81.79,75,100,8.03
131,Saint-Philippe,RE,2022-02-04 03:35:07,-21.3585,55.7679,80.15,92,100,32.3
132,Kodiak,US,2022-02-04 03:35:08,57.79,-152.4072,38.71,81,100,17.27
133,Sisimiut,GL,2022-02-04 03:35:08,66.9395,-53.6735,10.26,76,88,27.36
134,Hami,CN,2022-02-04 03:35:08,42.8,93.45,25.57,31,12,0.83
135,Reyes,BO,2022-02-04 03:35:09,-14.3167,-67.3833,74.32,90,55,3.6
136,Barrow,US,2022-02-04 03:35:09,71.2906,-156.7887,-25.58,91,100,0.0
137,Washington,US,2022-02-04 03:30:18,47.5001,-120.5015,43.93,97,97,1.77
138,San Patricio,US,2022-02-04 03:35:10,28.017,-97.5169,35.83,75,74,16.15
139,Espanola,US,2022-02-04 03:35:10,35.9911,-106.0806,19.38,82,86,2.53
140,Richards Bay,ZA,2022-02-04 03:36:10,-28.783,32.0377,75.63,94,96,13.94
141,Vila Franca Do Campo,PT,2022-02-04 03:36:11,37.7167,-25.4333,60.19,81,100,11.54
142,Kloulklubed,PW,2022-02-04 03:36:11,7.0419,134.2556,86.5,72,24,18.79
143,Pitkyaranta,RU,2022-02-04 03:36:11,61.5734,31.4792,-6.0,100,99,3.76
144,Nyurba,RU,2022-02-04 03:36:12,63.2842,118.3319,-17.91,97,89,2.91
145,Lebu,CL,2022-02-04 03:33:56,-37.6167,-73.65,59.38,93,11,13.18
146,Tuktoyaktuk,CA,2022-02-04 03:33:36,69.4541,-133.0374,-23.8,76,75,8.05
147,Atar,MR,2022-02-04 03:36:12,20.5169,-13.0499,64.8,16,0,6.69
148,Sur,OM,2022-02-04 03:36:12,22.5667,59.5289,70.2,43,0,2.93
149,Boffa,GN,2022-02-04 03:36:13,10.1667,-14.0333,71.51,91,0,4.68
150,Mehamn,NO,2022-02-04 03:36:13,71.0357,27.8492,18.09,84,85,12.44
151,Hithadhoo,MV,2022-02-04 03:36:13,-0.6,73.0833,81.73,74,100,10.11
152,Neuquen,AR,2022-02-04 03:36:14,-38.9516,-68.0591,71.49,56,0,11.5
153,Navirai,BR,2022-02-04 03:36:14,-23.065,-54.1906,72.21,95,100,10.16
154,Lompoc,US,2022-02-04 03:36:14,34.6391,-120.4579,53.92,80,0,0.0
155,Lodja,CD,2022-02-04 03:36:14,-3.4833,23.4333,67.28,92,100,1.5
156,Salalah,OM,2022-02-04 03:36:15,17.0151,54.0924,66.29,77,0,3.44
157,Rasht,IR,2022-02-04 03:36:15,37.2808,49.5832,42.62,100,0,4.61
158,Puerto Ayora,EC,2022-02-04 03:31:24,-0.7393,-90.3518,75.54,93,7,4.0
159,San Policarpo,PH,2022-02-04 03:32:28,12.1791,125.5072,75.94,84,100,10.63
160,Tuatapere,NZ,2022-02-04 03:36:16,-46.1333,167.6833,52.83,91,100,4.23
161,Chipinge,ZW,2022-02-04 03:36:16,-20.1883,32.6236,66.56,76,18,2.35
162,Bosobolo,CD,2022-02-04 03:36:16,4.1833,19.9,71.24,37,69,2.93
163,El Seibo,DO,2022-02-04 03:36:17,18.7641,-69.0375,71.13,94,32,5.86
164,Beaune,FR,2022-02-04 03:36:17,47.0833,4.75,38.62,91,73,5.26
165,Aitape,PG,2022-02-04 03:36:17,-3.1374,142.3475,85.24,65,44,7.23
166,Yellowknife,CA,2022-02-04 03:31:33,62.456,-114.3525,-28.44,75,0,5.75
167,Urumqi,CN,2022-02-04 03:32:04,43.801,87.6005,-1.25,85,75,2.24
168,Katsuura,JP,2022-02-04 03:36:18,35.1333,140.3,42.91,74,100,9.95
169,Aguada De Pasajeros,CU,2022-02-04 03:36:18,22.385,-80.8508,73.54,85,0,10.25
170,Aklavik,CA,2022-02-04 03:36:19,68.2191,-135.0107,-24.88,98,17,7.34
171,Lagoa,PT,2022-02-04 03:35:38,39.05,-27.9833,57.67,76,100,11.3
172,Sioux Lookout,CA,2022-02-04 03:36:19,50.1001,-91.917,-9.02,76,75,2.3
173,Ilulissat,GL,2022-02-04 03:32:26,69.2167,-51.1,23.02,50,100,11.5
174,North Platte,US,2022-02-04 03:36:20,41.1239,-100.7654,12.09,62,0,5.75
175,Mao,ES,2022-02-04 03:36:20,39.8885,4.2658,50.56,100,0,3.44
176,Puerto El Triunfo,SV,2022-02-04 03:36:20,13.2833,-88.55,71.76,83,1,5.19
177,Salisbury,GB,2022-02-04 03:36:20,51.0693,-1.7957,50.65,88,75,11.5
178,Norsup,VU,2022-02-04 03:36:21,-16.0667,167.3833,76.89,96,100,9.82
179,San Pedro,PH,2022-02-04 03:36:21,14.35,121.0167,88.32,59,20,4.61
180,Faanui,PF,2022-02-04 03:36:21,-16.4833,-151.75,81.32,71,2,15.26
181,Egvekinot,RU,2022-02-04 03:36:22,66.3167,-179.1667,-7.29,73,1,17.96
182,Newport,GB,2022-02-04 03:31:31,51.5877,-2.9984,51.17,87,100,22.79
183,Namibe,AO,2022-02-04 03:36:22,-15.1961,12.1522,70.29,78,14,4.85
184,Serrinha,BR,2022-02-04 03:36:23,-11.6642,-39.0075,71.02,92,77,6.15
185,Kondinskoye,RU,2022-02-04 03:36:23,59.6481,67.41,23.7,95,100,9.33
186,Thompson,CA,2022-02-04 03:36:23,55.7435,-97.8558,-20.04,69,0,5.75
187,Bengkulu,ID,2022-02-04 03:35:11,-3.8004,102.2655,80.4,76,97,2.73
188,Pisco,PE,2022-02-04 03:32:38,-13.7,-76.2167,69.85,73,0,9.22
189,Keetmanshoop,NA,2022-02-04 03:37:24,-26.5833,18.1333,73.96,42,37,0.98
190,Ulaangom,MN,2022-02-04 03:37:24,49.9811,92.0667,-14.87,91,18,2.06
191,Dauphin,CA,2022-02-04 03:33:25,51.1494,-100.0502,-14.66,76,0,9.22
192,Port Macquarie,AU,2022-02-04 03:37:24,-31.4333,152.9167,75.88,60,55,18.61
193,Verkh-Usugli,RU,2022-02-04 03:37:25,52.7,115.1667,5.29,64,11,2.42
194,Deloraine,AU,2022-02-04 03:37:25,-41.5333,146.6667,74.14,25,2,5.5
195,Khatanga,RU,2022-02-04 03:34:54,71.9667,102.5,-31.99,100,90,4.36
196,Esmeraldas,BR,2022-02-04 03:37:26,-19.7625,-44.3139,71.91,93,91,2.37
197,Waitati,NZ,2022-02-04 03:37:26,-45.75,170.5667,50.95,97,100,3.27
198,Marzuq,YE,2022-02-04 03:37:26,14.4,46.4667,61.02,27,10,2.33
199,Rock Springs,US,2022-02-04 03:37:27,41.5875,-109.2029,14.05,65,0,8.99
200,Sokoni,TZ,2022-02-04 03:37:27,-6.4333,39.55,80.89,80,100,11.97
201,Trairi,BR,2022-02-04 03:37:27,-3.2778,-39.2689,75.69,91,73,5.64
202,Oruro,BO,2022-02-04 03:37:28,-17.9833,-67.15,48.61,76,91,5.82
203,Georgetown,MY,2022-02-04 03:35:16,5.4112,100.3354,87.73,74,20,3.0
204,Palmdale,US,2022-02-04 03:35:45,34.5794,-118.1165,53.04,30,0,4.61
205,Cairns,AU,2022-02-04 03:37:28,-16.9167,145.7667,87.75,66,100,5.75
206,Acarau,BR,2022-02-04 03:37:29,-2.8856,-40.12,77.85,86,64,10.71
207,Kiruna,SE,2022-02-04 03:37:29,67.8557,20.2251,-1.28,85,100,2.3
208,Mednogorskiy,RU,2022-02-04 03:37:29,43.9178,41.1825,32.41,78,100,4.72
209,Auki,SB,2022-02-04 03:37:29,-8.7676,160.7034,75.88,92,100,9.04
210,Leshukonskoye,RU,2022-02-04 03:37:30,64.8989,45.7622,-4.25,100,91,1.81
211,Savannah Bight,HN,2022-02-04 03:37:30,16.45,-85.85,80.01,84,0,26.89
212,The Valley,AI,2022-02-04 03:37:31,18.217,-63.0578,77.09,83,20,5.75
213,Awjilah,LY,2022-02-04 03:37:31,29.1081,21.2869,50.79,60,29,12.57
214,Honningsvag,NO,2022-02-04 03:37:31,70.9821,25.9704,24.85,72,27,23.67
215,Lebyazhye,RU,2022-02-04 03:37:32,55.2689,66.4947,20.59,81,100,15.7
216,Waingapu,ID,2022-02-04 03:37:32,-9.6567,120.2641,87.78,64,53,14.0
217,Gorontalo,ID,2022-02-04 03:35:41,0.5412,123.0595,84.56,70,100,5.95
218,Hobyo,SO,2022-02-04 03:35:17,5.3505,48.5268,75.36,73,65,16.33
219,Rawson,AR,2022-02-04 03:37:33,-43.3002,-65.1023,69.22,59,100,6.91
220,Port Moresby,PG,2022-02-04 03:37:33,-9.4431,147.1797,92.62,55,20,11.5
221,Poddorye,RU,2022-02-04 03:37:33,57.4695,31.1156,1.33,100,99,0.4
222,Tianpeng,CN,2022-02-04 03:37:34,30.9866,103.9393,43.27,63,89,3.27
223,Hamilton,US,2022-02-04 03:37:34,39.1834,-84.5333,24.64,91,100,4.0
224,Ranong,TH,2022-02-04 03:37:34,9.9658,98.6348,87.73,55,18,8.5
225,Maniitsoq,GL,2022-02-04 03:37:35,65.4167,-52.9,12.18,71,100,12.06
226,Muscat,OM,2022-02-04 03:37:35,23.6139,58.5922,60.82,42,2,4.94
227,Quesnel,CA,2022-02-04 03:37:35,52.9999,-122.5029,30.7,86,100,10.36
228,Provideniya,RU,2022-02-04 03:37:36,64.3833,-173.3,1.99,59,6,22.08
229,Yumen,CN,2022-02-04 03:37:36,40.2833,97.2,19.2,28,89,13.89
230,Takoradi,GH,2022-02-04 03:37:36,4.8845,-1.7554,77.74,84,2,5.14
231,Nichlaul,IN,2022-02-04 03:38:37,27.3167,83.7333,60.19,77,99,11.97
232,Raga,SS,2022-02-04 03:38:37,8.4596,25.678,70.81,22,100,4.45
233,Klaksvik,FO,2022-02-04 03:37:59,62.2266,-6.589,36.52,77,97,50.06
234,Luanda,AO,2022-02-04 03:38:38,-8.8368,13.2343,74.75,82,100,7.74
235,Touros,BR,2022-02-04 03:38:38,-5.1989,-35.4608,79.7,75,50,12.93
236,Grand Gaube,MU,2022-02-04 03:37:17,-20.0064,57.6608,81.37,84,100,8.99
237,Arkansas City,US,2022-02-04 03:38:38,37.062,-97.0384,20.16,58,100,16.11
238,Daru,PG,2022-02-04 03:36:08,-9.0763,143.2092,89.19,59,100,10.04
239,Ilovka,RU,2022-02-04 03:38:39,50.7053,38.637,22.91,97,100,6.51
240,Yingcheng,CN,2022-02-04 03:38:39,30.95,113.55,41.05,39,1,4.81
241,Araouane,ML,2022-02-04 03:38:39,18.9048,-3.5265,61.72,13,0,10.92
242,Alihe,CN,2022-02-04 03:38:40,50.5667,123.7167,7.48,50,22,9.86
243,Upernavik,GL,2022-02-04 03:38:40,72.7868,-56.1549,4.84,68,100,5.66
244,Ponta Do Sol,PT,2022-02-04 03:38:40,32.6667,-17.1,67.01,66,19,3.53
245,Kutum,SD,2022-02-04 03:34:12,14.2,24.6667,55.31,19,7,14.36
246,Margate,GB,2022-02-04 03:38:41,51.3813,1.3862,49.96,85,98,22.17
247,La Romana,DO,2022-02-04 03:38:41,18.4273,-68.9728,76.73,100,40,5.75
248,Ancud,CL,2022-02-04 03:38:42,-41.8697,-73.8203,60.22,96,32,3.83
249,Constitucion,CL,2022-02-04 03:38:42,-35.3333,-72.4167,58.3,93,55,5.82
250,Storforshei,NO,2022-02-04 03:38:42,66.4043,14.5233,11.88,91,100,8.41
251,Maniwaki,CA,2022-02-04 03:38:43,46.3834,-75.966,7.18,72,100,10.36
252,Flinders,AU,2022-02-04 03:38:43,-34.5833,150.8552,76.37,58,77,17.27
253,Baykit,RU,2022-02-04 03:35:14,61.67,96.37,14.43,94,100,4.21
254,Tual,ID,2022-02-04 03:38:43,-5.6667,132.75,83.8,73,88,15.28
255,Hauzenberg,DE,2022-02-04 03:38:44,48.65,13.6333,40.26,96,89,2.64
256,Nargana,PA,2022-02-04 03:38:44,9.4428,-78.5906,79.45,82,32,11.07
257,Vila Velha,BR,2022-02-04 03:35:50,-20.3297,-40.2925,75.15,95,40,6.91
258,Zapolyarnyy,RU,2022-02-04 03:38:44,69.4154,30.8136,-2.92,100,100,4.14
259,Alyangula,AU,2022-02-04 03:38:45,-13.8483,136.4192,85.87,74,40,11.5
260,Samarai,PG,2022-02-04 03:38:45,-10.6167,150.6667,83.32,73,91,5.93
261,Sola,VU,2022-02-04 03:38:45,-13.8833,167.55,84.87,84,100,5.75
262,Akdepe,TM,2022-02-04 03:38:46,42.0551,59.3788,35.69,62,100,15.37
263,Grants,US,2022-02-04 03:38:46,35.1473,-107.8514,8.83,72,0,3.44
264,Mehriz,IR,2022-02-04 03:38:46,31.5917,54.4318,37.9,19,0,4.97
265,Buala,SB,2022-02-04 03:38:47,-8.145,159.5921,78.64,88,100,6.22
266,Carnarvon,AU,2022-02-04 03:38:47,-24.8667,113.6333,96.87,36,32,9.22
267,Saint Anthony,US,2022-02-04 03:38:47,45.0205,-93.218,1.33,65,0,0.0
268,Robertson,US,2022-02-04 03:38:48,36.5167,-86.8667,35.58,98,100,12.66
269,San Cristobal,VE,2022-02-04 03:38:09,7.7669,-72.225,73.58,67,84,0.69
270,Vrangel,RU,2022-02-04 03:38:48,42.7297,133.0839,17.15,47,3,16.11
271,Seoul,KR,2022-02-04 03:36:04,37.5683,126.9778,31.51,34,0,10.36
272,Vaniyambadi,IN,2022-02-04 03:38:49,12.6833,78.6167,78.85,53,18,4.0
273,Tsiroanomandidy,MG,2022-02-04 03:38:49,-18.7667,46.0333,69.96,88,94,3.0
274,Vanderhoof,CA,2022-02-04 03:38:49,54.0166,-124.0198,23.83,99,100,1.79
275,Altay,CN,2022-02-04 03:35:39,47.8667,88.1167,9.93,68,5,4.12
276,Oktyabrskiy,RU,2022-02-04 03:38:50,54.4815,53.471,30.7,95,100,12.35
277,Talnakh,RU,2022-02-04 03:38:50,69.4865,88.3972,-13.67,99,78,7.09
278,Maltahohe,NA,2022-02-04 03:38:50,-24.8333,16.9833,70.09,54,10,9.73
279,Iowa City,US,2022-02-04 03:39:29,41.6611,-91.5302,9.19,67,7,1.01
280,Mahibadhoo,MV,2022-02-04 03:39:51,3.7833,72.9667,81.27,70,13,9.53
281,Stege,DK,2022-02-04 03:39:51,54.987,12.2846,44.06,94,100,16.69
